Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
4173,CA-2019-152163,1/07/2022,1/07/2022,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14.2,2,6.532,,Cards,,
4174,CA-2019-152163,1/07/2022,1/07/2022,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,12.96,2,6.2208,,COD,,
4175,CA-2019-152163,1/07/2022,1/07/2022,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,28.0032,,COD,,
7473,CA-2019-139997,1/07/2022,3/07/2022,First Class,EM-14140,Eugene Moren,Home Office,United States,Lehi,Utah,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1499.95,5,449.985,,COD,,
8905,US-2019-126431,1/07/2022,1/07/2022,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,30.53,1,14.0438,,COD,,
8906,US-2019-126431,1/07/2022,1/07/2022,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,East,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,30.84,3,6.168,,COD,,
8907,US-2019-126431,1/07/2022,1/07/2022,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,75.06,9,33.777,,Cards,,
9753,US-2019-158680,1/07/2022,2/07/2022,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Seattle,Washington,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.496,1,0.9048,,Online,,
1159,CA-2019-149314,2/07/2022,7/07/2022,Second Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,19.5184,,COD,,
8337,CA-2019-101469,2/07/2022,8/07/2022,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Arlington,Virginia,South,OFF-AR-10003986,Office Supplies,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,2,3.157,,Online,,
8777,CA-2019-102813,2/07/2022,3/07/2022,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.0,,Online,,
8778,CA-2019-102813,2/07/2022,3/07/2022,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,Central,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,41.472,8,14.5152,,Online,,
3565,CA-2019-130029,3/07/2022,6/07/2022,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,West,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,12.96,2,6.2208,,Cards,,
3566,CA-2019-130029,3/07/2022,6/07/2022,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.96,2,0.0792,,Cards,,
8049,CA-2019-168543,3/07/2022,7/07/2022,Standard Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,197.9208,,COD,,
9773,CA-2019-104983,3/07/2022,3/07/2022,Same Day,FM-14215,Filia McAdams,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,123.92,5,38.725,,Cards,,
4452,CA-2019-147137,4/07/2022,6/07/2022,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,8.636,,Cards,,
4453,CA-2019-147137,4/07/2022,6/07/2022,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,20.6612,,COD,,
4454,CA-2019-147137,4/07/2022,6/07/2022,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,225.735,,COD,,
4455,CA-2019-147137,4/07/2022,6/07/2022,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0.5584,,Cards,,
5936,CA-2019-103107,4/07/2022,4/07/2022,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,8.636,,Cards,,
5937,CA-2019-103107,4/07/2022,4/07/2022,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,19.9665,,Online,,
5938,CA-2019-103107,4/07/2022,4/07/2022,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,8.997,,Online,,
725,CA-2019-114713,7/07/2022,12/07/2022,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,5.1282,,Online,,
1799,CA-2019-100965,7/07/2022,11/07/2022,Standard Class,RM-19375,Raymond Messe,Consumer,United States,San Jose,California,West,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,73.321,,COD,,
2372,CA-2019-159940,7/07/2022,11/07/2022,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,8,-27.1296,,COD,,
2373,CA-2019-159940,7/07/2022,11/07/2022,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,1,0.8225,,COD,,
2374,CA-2019-159940,7/07/2022,11/07/2022,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688,9,7.6986,,Online,,
2375,CA-2019-159940,7/07/2022,11/07/2022,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,2,-14.4784,,Online,,
3983,CA-2019-135265,7/07/2022,9/07/2022,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",287.968,4,-3.5996,,COD,,
3984,CA-2019-135265,7/07/2022,9/07/2022,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5,944.9865,,COD,,
3985,CA-2019-135265,7/07/2022,9/07/2022,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,48.94,1,24.47,,COD,,
6524,CA-2019-129308,7/07/2022,13/07/2022,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",10.08,2,3.276,,Online,,
6525,CA-2019-129308,7/07/2022,13/07/2022,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,59.994,1,-12.9987,,COD,,
6526,CA-2019-129308,7/07/2022,13/07/2022,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,-4.7625,,COD,,
6527,CA-2019-129308,7/07/2022,13/07/2022,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,9.42,5,-7.85,,COD,,
8797,CA-2019-106397,7/07/2022,13/07/2022,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,12.96,2,6.2208,,Online,,
8798,CA-2019-106397,7/07/2022,13/07/2022,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,12.8744,,Online,,
1923,CA-2019-156685,8/07/2022,10/07/2022,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,107.955,,Online,,
1924,CA-2019-156685,8/07/2022,10/07/2022,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,3.5712,,Online,,
1938,CA-2019-112109,8/07/2022,12/07/2022,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,-13.312,,COD,,
1939,CA-2019-112109,8/07/2022,12/07/2022,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,-1.2558,,COD,,
1940,CA-2019-112109,8/07/2022,12/07/2022,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,-6.1152,,Online,,
1941,CA-2019-112109,8/07/2022,12/07/2022,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,74.574,,COD,,
3255,CA-2019-155474,8/07/2022,14/07/2022,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.984,1,9.4486,,Online,,
3256,CA-2019-155474,8/07/2022,14/07/2022,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,6.03,,Online,,
3815,CA-2019-152471,8/07/2022,8/07/2022,Same Day,ZD-21925,Zuschuss Donatelli,Consumer,United States,Jacksonville,Florida,South,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,823.96,5,51.4975,,COD,,
3816,CA-2019-152471,8/07/2022,8/07/2022,Same Day,ZD-21925,Zuschuss Donatelli,Consumer,United States,Jacksonville,Florida,South,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984,2,4.995,,Online,,
7604,CA-2019-152520,8/07/2022,12/07/2022,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Providence,Rhode Island,East,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,12.96,2,6.2208,,COD,,
1412,CA-2019-136329,9/07/2022,13/07/2022,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,72.5344,,Online,,
1413,CA-2019-136329,9/07/2022,13/07/2022,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4,14.8752,,COD,,
536,CA-2019-126613,10/07/2022,16/07/2022,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,1.4672,,COD,,
1733,US-2019-131149,10/07/2022,14/07/2022,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804,,COD,,
1734,US-2019-131149,10/07/2022,14/07/2022,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,17.352,,COD,,
4823,CA-2019-134222,10/07/2022,11/07/2022,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.856,6,-35.8848,,COD,,
7238,CA-2019-164924,10/07/2022,10/07/2022,Same Day,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-MA-10000904,Technology,Machines,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991,3,-319.1916,,COD,,
478,CA-2019-103891,12/07/2022,19/07/2022,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,7.182,,COD,,
542,CA-2019-136924,14/07/2022,17/07/2022,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,8,38.0864,,COD,,
599,CA-2019-120200,14/07/2022,16/07/2022,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,1.0178,,Online,,
1207,CA-2019-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,3.363,,Online,,
1208,CA-2019-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,3.2004,,Online,,
1209,CA-2019-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,6.8943,,Online,,
1210,CA-2019-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,10.465,,Online,,
1211,CA-2019-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,2.8836,,COD,,
1212,CA-2019-137050,14/07/2022,18/07/2022,Second Class,SW-20755,Steven Ward,Corporate,United States,New York City,New York,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,21.7176,,Online,,
1306,CA-2019-101966,14/07/2022,16/07/2022,Second Class,BM-11785,Bryan Mills,Consumer,United States,Houston,Texas,Central,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944,7,52.493,,COD,,
2154,CA-2019-117282,14/07/2022,18/07/2022,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,5.133,,COD,,
2187,CA-2019-101378,14/07/2022,14/07/2022,Same Day,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,29.0,2,7.25,,COD,,
4682,CA-2019-169215,14/07/2022,18/07/2022,Second Class,RE-19450,Richard Eichhorn,Consumer,United States,Auburn,New York,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,29.61,9,13.3245,,COD,,
6666,CA-2019-115483,14/07/2022,18/07/2022,Second Class,JS-15880,John Stevenson,Consumer,United States,Irving,Texas,Central,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,219.84,5,79.692,,Online,,
6957,CA-2019-157588,14/07/2022,19/07/2022,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,South,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,17.108,,COD,,
6958,CA-2019-157588,14/07/2022,19/07/2022,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,South,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,15.525,,COD,,
7224,CA-2019-109953,14/07/2022,18/07/2022,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376,3,12.4173,,COD,,
7225,CA-2019-109953,14/07/2022,18/07/2022,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,151.62,7,50.0346,,COD,,
7226,CA-2019-109953,14/07/2022,18/07/2022,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,30.8,4,10.164,,COD,,
2238,CA-2019-122322,15/07/2022,21/07/2022,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4,5,12.432,,COD,,
7932,US-2019-168095,15/07/2022,20/07/2022,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,230.28,3,23.028,,COD,,
7933,US-2019-168095,15/07/2022,20/07/2022,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Portland,Oregon,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,105.52,5,34.294,,COD,,
188,CA-2019-157000,16/07/2022,22/07/2022,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3,3.7224,,COD,,
189,CA-2019-157000,16/07/2022,22/07/2022,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,Central,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,6.255,,Online,,
600,US-2019-100720,16/07/2022,21/07/2022,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,-28.7964,,COD,,
601,US-2019-100720,16/07/2022,21/07/2022,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4,-115.3544,,COD,,
602,US-2019-100720,16/07/2022,21/07/2022,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.73,,COD,,
3365,CA-2019-130050,16/07/2022,18/07/2022,Second Class,MC-17425,Mark Cousins,Corporate,United States,Houston,Texas,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,9.552,3,-3.8208,,Online,,
6963,CA-2019-157161,16/07/2022,20/07/2022,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,South,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,10.2,5,4.794,,COD,,
6964,CA-2019-157161,16/07/2022,20/07/2022,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,South,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",22.32,3,5.58,,COD,,
6965,CA-2019-157161,16/07/2022,20/07/2022,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,11.086,,COD,,
6966,CA-2019-157161,16/07/2022,20/07/2022,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,South,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98,2,18.2352,,COD,,
6967,CA-2019-157161,16/07/2022,20/07/2022,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,South,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.46,2,3.1654,,Online,,
6968,CA-2019-157161,16/07/2022,20/07/2022,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,South,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),60.12,9,28.8576,,COD,,
43,CA-2019-101343,17/07/2022,22/07/2022,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,3.894,,COD,,
2046,CA-2019-131835,17/07/2022,21/07/2022,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2,45.5392,,Online,,
2047,CA-2019-131835,17/07/2022,21/07/2022,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,597.0,3,280.59,,COD,,
2048,CA-2019-131835,17/07/2022,21/07/2022,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,26.6304,,Online,,
3108,CA-2019-121671,17/07/2022,22/07/2022,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,10.0878,,COD,,
3109,CA-2019-121671,17/07/2022,22/07/2022,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,4.8588,,COD,,
3110,CA-2019-121671,17/07/2022,22/07/2022,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,3.7436,,COD,,
3111,CA-2019-121671,17/07/2022,22/07/2022,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,25.4016,,COD,,
3112,CA-2019-121671,17/07/2022,22/07/2022,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,47.7306,,Online,,
6274,US-2019-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,4.4712,,COD,,
6275,US-2019-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,428.4,3,89.964,,COD,,
6276,US-2019-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,10.89,,COD,,
6277,US-2019-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,87.71,7,41.2237,,Online,,
6278,US-2019-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,17.38,,Online,,
6279,US-2019-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,2,-4.6764,,Online,,
6280,US-2019-139087,17/07/2022,22/07/2022,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,3,4.1652,,Online,,
7842,CA-2019-116603,17/07/2022,22/07/2022,Standard Class,AT-10735,Annie Thurman,Consumer,United States,New York City,New York,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2,13.788,,COD,,
1201,CA-2019-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,40.8006,,COD,,
1202,CA-2019-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.872,3,-1.4352,,COD,,
1203,CA-2019-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,10.6794,,COD,,
1204,CA-2019-114727,18/07/2022,24/07/2022,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.0,,COD,,
